Age,Attrition,AttritionRaw,BusinessTravel,DailyRate,Department,DeptCode,DistanceFromHome,Education,EducationField,EducFieldCode,EnvironmentSatisfaction,Gender,GenderCode,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,OvertimeDone,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
40,0,No,Travel_Frequently,1469,Research & Development,R&D,9,4,Medical,MED,4,Male,0,35,3,1,Research Scientist,2,Divorced,3617,8,Y,Yes,14,3,4,1,3,2,3,1,1,0,0
32,0,No,Travel_Rarely,498,Research & Development,R&D,3,4,Medical,MED,3,Female,1,93,3,2,Manufacturing Director,1,Married,6725,1,Y,No,12,3,3,1,8,2,4,8,7,6,3
36,1,Yes,Travel_Rarely,530,Sales,Sales,3,1,Life Sciences,LS,3,Male,0,51,2,3,Sales Executive,4,Married,10325,1,Y,Yes,11,3,1,1,16,6,3,16,7,3,7
33,0,No,Travel_Rarely,1069,Research & Development,R&D,1,3,Life Sciences,LS,2,Female,1,42,2,2,Healthcare Representative,4,Single,6949,0,Y,No,14,3,1,0,6,3,3,5,0,1,4
37,1,Yes,Travel_Rarely,625,Sales,Sales,1,4,Life Sciences,LS,1,Male,0,46,2,3,Sales Executive,3,Married,10609,5,Y,No,11,3,3,0,17,2,1,14,1,11,7
45,0,No,Non-Travel,805,Research & Development,R&D,4,2,Life Sciences,LS,3,Male,0,57,3,2,Laboratory Technician,2,Married,4447,1,Y,No,12,3,2,0,9,5,2,9,7,0,8
29,0,No,Travel_Frequently,1404,Sales,Sales,20,3,Technical Degree,O,3,Female,1,84,3,1,Sales Representative,4,Married,2157,1,Y,No,15,3,2,1,3,5,3,3,1,0,2
35,0,No,Travel_Rarely,1219,Sales,Sales,18,3,Medical,MED,3,Female,1,86,3,2,Sales Executive,3,Married,4601,1,Y,No,16,3,2,0,5,3,3,5,2,1,0
52,0,No,Travel_Rarely,1053,Research & Development,R&D,1,2,Life Sciences,LS,4,Male,0,70,3,4,Manager,4,Married,17099,2,Y,No,15,3,2,1,26,2,2,9,8,7,8
58,1,Yes,Travel_Rarely,289,Research & Development,R&D,2,3,Technical Degree,O,4,Male,0,51,3,1,Research Scientist,3,Single,2479,4,Y,No,24,4,1,0,7,4,3,1,0,0,0
53,0,No,Travel_Rarely,1376,Sales,Sales,2,2,Medical,MED,3,Male,0,45,3,4,Manager,3,Divorced,14852,6,Y,No,13,3,3,1,22,3,4,17,13,15,2
30,0,No,Travel_Rarely,231,Sales,Sales,8,2,Other,O,3,Male,0,62,3,3,Sales Executive,3,Divorced,7264,5,Y,No,11,3,1,1,10,2,4,8,4,7,7
38,0,No,Non-Travel,152,Sales,Sales,10,3,Technical Degree,O,3,Female,1,85,3,2,Sales Executive,4,Single,5666,1,Y,Yes,13,3,2,0,6,1,3,5,3,1,3
35,0,No,Travel_Rarely,882,Sales,Sales,3,4,Life Sciences,LS,4,Male,0,92,3,3,Sales Executive,4,Divorced,7823,6,Y,No,13,3,2,1,12,2,3,10,9,0,8
39,0,No,Travel_Rarely,903,Sales,Sales,2,5,Life Sciences,LS,1,Male,0,41,4,3,Sales Executive,3,Single,7880,0,Y,No,18,3,4,0,9,3,3,8,7,0,7
40,1,Yes,Non-Travel,1479,Sales,Sales,24,3,Life Sciences,LS,2,Female,1,100,4,4,Sales Executive,2,Single,13194,4,Y,Yes,16,3,4,0,22,2,2,1,0,0,0
47,0,No,Travel_Frequently,1379,Research & Development,R&D,16,4,Medical,MED,3,Male,0,64,4,2,Manufacturing Director,3,Divorced,5067,1,Y,Yes,19,3,3,0,20,3,4,19,10,2,7
36,0,No,Non-Travel,1229,Sales,Sales,8,4,Technical Degree,O,1,Male,0,84,3,2,Sales Executive,4,Divorced,5079,4,Y,No,13,3,4,2,12,3,3,7,7,0,7
31,1,Yes,Non-Travel,335,Research & Development,R&D,9,2,Medical,MED,3,Male,0,46,2,1,Research Scientist,1,Single,2321,0,Y,Yes,22,4,1,0,4,0,3,3,2,1,2
33,0,No,Non-Travel,722,Sales,Sales,17,3,Life Sciences,LS,4,Male,0,38,3,4,Manager,3,Single,17444,1,Y,No,11,3,4,0,10,2,3,10,8,6,0
29,1,Yes,Travel_Rarely,906,Research & Development,R&D,10,3,Life Sciences,LS,4,Female,1,92,2,1,Research Scientist,1,Single,2404,6,Y,Yes,20,4,3,0,3,5,3,0,0,0,0
33,0,No,Travel_Rarely,461,Research & Development,R&D,13,1,Life Sciences,LS,2,Female,1,53,3,1,Research Scientist,4,Single,3452,3,Y,No,18,3,1,0,5,4,3,3,2,0,2
45,0,No,Travel_Rarely,974,Research & Development,R&D,1,4,Medical,MED,4,Female,1,91,3,1,Laboratory Technician,4,Divorced,2270,3,Y,No,14,3,4,2,8,2,3,5,3,0,2
50,0,No,Travel_Rarely,1126,Research & Development,R&D,1,2,Medical,MED,4,Male,0,66,3,4,Research Director,4,Divorced,17399,9,Y,No,22,4,3,1,32,1,2,5,4,1,3
33,0,No,Travel_Frequently,827,Research & Development,R&D,1,4,Other,O,3,Female,1,84,4,2,Healthcare Representative,2,Married,5488,1,Y,Yes,13,3,1,1,6,2,3,6,5,1,2
41,0,No,Travel_Frequently,840,Research & Development,R&D,9,3,Medical,MED,1,Male,0,64,3,5,Research Director,3,Divorced,19419,2,Y,No,17,3,2,1,21,2,4,18,16,0,11
27,0,No,Travel_Rarely,1134,Research & Development,R&D,16,4,Technical Degree,O,3,Female,1,37,3,1,Laboratory Technician,2,Married,2811,9,Y,No,14,3,2,1,4,2,3,2,2,2,2
45,0,No,Non-Travel,248,Research & Development,R&D,23,2,Life Sciences,LS,4,Male,0,42,3,2,Laboratory Technician,1,Married,3633,1,Y,Yes,15,3,3,1,9,2,3,9,8,0,8
47,0,No,Travel_Rarely,955,Sales,Sales,4,2,Life Sciences,LS,4,Female,1,83,3,2,Sales Executive,4,Single,4163,1,Y,Yes,17,3,3,0,9,0,3,9,0,0,7
30,1,Yes,Travel_Rarely,138,Research & Development,R&D,22,3,Life Sciences,LS,1,Female,1,48,3,1,Research Scientist,3,Married,2132,4,Y,Yes,11,3,2,0,7,2,3,5,2,0,1
50,0,No,Travel_Rarely,939,Research & Development,R&D,24,3,Life Sciences,LS,4,Male,0,95,3,4,Manufacturing Director,3,Married,13973,3,Y,Yes,18,3,4,1,22,2,3,12,11,1,5
38,0,No,Travel_Frequently,1391,Research & Development,R&D,10,1,Medical,MED,3,Male,0,66,3,1,Research Scientist,3,Married,2684,0,Y,No,17,3,2,1,3,0,2,2,1,0,2
46,0,No,Travel_Rarely,566,Research & Development,R&D,7,2,Medical,MED,4,Male,0,75,3,3,Manufacturing Director,3,Divorced,10845,6,Y,No,13,3,2,1,13,3,3,8,7,0,7
24,0,No,Travel_Rarely,1206,Research & Development,R&D,17,1,Medical,MED,4,Female,1,41,2,2,Manufacturing Director,3,Divorced,4377,1,Y,No,15,3,2,2,5,6,3,4,2,3,2
35,1,Yes,Travel_Rarely,622,Research & Development,R&D,14,4,Other,O,3,Male,0,39,2,1,Laboratory Technician,2,Divorced,3743,1,Y,Yes,24,4,4,1,5,2,1,4,2,0,2
31,0,No,Travel_Frequently,853,Research & Development,R&D,1,1,Life Sciences,LS,3,Female,1,96,3,2,Manufacturing Director,1,Married,4148,1,Y,No,12,3,3,1,4,1,3,4,3,0,3
18,0,No,Non-Travel,287,Research & Development,R&D,5,2,Life Sciences,LS,2,Male,0,73,3,1,Research Scientist,4,Single,1051,1,Y,No,15,3,4,0,0,2,3,0,0,0,0
54,0,No,Travel_Rarely,1441,Research & Development,R&D,17,3,Technical Degree,O,3,Female,1,56,3,3,Manufacturing Director,3,Married,10739,8,Y,No,11,3,3,1,22,2,3,10,7,0,8
35,0,No,Travel_Rarely,583,Research & Development,R&D,25,4,Medical,MED,3,Female,1,57,3,3,Healthcare Representative,3,Divorced,10388,1,Y,Yes,11,3,3,1,16,3,2,16,10,10,1
30,0,No,Travel_Rarely,153,Research & Development,R&D,8,2,Life Sciences,LS,2,Female,1,73,4,3,Research Director,1,Married,11416,0,Y,Yes,12,3,3,3,9,4,2,8,7,1,7
20,1,Yes,Travel_Rarely,1097,Research & Development,R&D,11,3,Medical,MED,4,Female,1,98,2,1,Research Scientist,1,Single,2600,1,Y,Yes,15,3,1,0,1,2,3,1,0,0,0
30,1,Yes,Travel_Frequently,109,Research & Development,R&D,5,3,Medical,MED,2,Female,1,60,3,1,Laboratory Technician,2,Single,2422,0,Y,No,17,3,1,0,4,3,3,3,2,1,2
26,0,No,Travel_Rarely,1066,Research & Development,R&D,2,2,Medical,MED,4,Male,0,32,4,2,Manufacturing Director,4,Married,5472,1,Y,No,12,3,2,0,8,2,3,8,7,1,3
22,0,No,Travel_Rarely,217,Research & Development,R&D,8,1,Life Sciences,LS,2,Male,0,94,1,1,Laboratory Technician,1,Married,2451,1,Y,No,15,3,1,1,4,3,2,4,3,1,1
48,0,No,Travel_Rarely,277,Research & Development,R&D,6,3,Life Sciences,LS,1,Male,0,97,2,2,Healthcare Representative,3,Single,4240,2,Y,No,13,3,4,0,19,0,3,2,2,2,2
48,0,No,Travel_Rarely,1355,Research & Development,R&D,4,4,Life Sciences,LS,3,Male,0,78,2,3,Healthcare Representative,3,Single,10999,7,Y,No,14,3,2,0,27,3,3,15,11,4,8
41,0,No,Travel_Rarely,549,Research & Development,R&D,7,2,Medical,MED,4,Female,1,42,3,2,Manufacturing Director,3,Single,5003,6,Y,No,14,3,2,0,8,6,3,2,2,2,1
39,0,No,Travel_Rarely,466,Research & Development,R&D,1,1,Life Sciences,LS,4,Female,1,65,2,4,Manufacturing Director,4,Married,12742,1,Y,No,16,3,3,1,21,3,3,21,6,11,8
27,0,No,Travel_Rarely,1055,Research & Development,R&D,2,4,Life Sciences,LS,1,Female,1,47,3,2,Manufacturing Director,4,Married,4227,0,Y,No,18,3,2,1,4,2,3,3,2,2,2
35,0,No,Travel_Rarely,802,Research & Development,R&D,10,3,Other,O,2,Male,0,45,3,1,Laboratory Technician,4,Divorced,3917,1,Y,No,20,4,1,1,3,4,2,3,2,1,2
42,0,No,Travel_Rarely,265,Sales,Sales,5,2,Marketing,O,4,Male,0,90,3,5,Manager,3,Married,18303,6,Y,No,13,3,2,0,21,3,4,1,0,0,0
50,0,No,Travel_Rarely,804,Research & Development,R&D,9,3,Life Sciences,LS,1,Male,0,64,3,1,Laboratory Technician,4,Married,2380,4,Y,No,18,3,2,0,8,5,3,1,0,0,0
59,0,No,Travel_Rarely,715,Research & Development,R&D,2,3,Life Sciences,LS,3,Female,1,69,2,4,Manufacturing Director,4,Single,13726,3,Y,Yes,13,3,1,0,30,4,3,5,3,4,3
37,1,Yes,Travel_Rarely,1141,Research & Development,R&D,11,2,Medical,MED,1,Female,1,61,1,2,Healthcare Representative,2,Married,4777,5,Y,No,15,3,1,0,15,2,1,1,0,0,0
55,0,No,Travel_Frequently,135,Research & Development,R&D,18,4,Medical,MED,3,Male,0,62,3,2,Healthcare Representative,2,Married,6385,3,Y,Yes,14,3,4,2,17,3,3,8,7,6,7
41,0,No,Non-Travel,247,Research & Development,R&D,7,1,Life Sciences,LS,2,Female,1,55,1,5,Research Director,3,Divorced,19973,1,Y,No,22,4,2,2,21,3,3,21,16,5,10
38,0,No,Travel_Rarely,1035,Sales,Sales,3,4,Life Sciences,LS,2,Male,0,42,3,2,Sales Executive,4,Single,6861,8,Y,Yes,12,3,3,0,19,1,3,1,0,0,0
26,1,Yes,Non-Travel,265,Sales,Sales,29,2,Medical,MED,2,Male,0,79,1,2,Sales Executive,1,Single,4969,8,Y,No,18,3,4,0,7,6,3,2,2,2,2
52,1,Yes,Travel_Rarely,266,Sales,Sales,2,1,Marketing,O,1,Female,1,57,1,5,Manager,4,Married,19845,1,Y,No,15,3,4,1,33,3,3,32,14,6,9
44,0,No,Travel_Rarely,1448,Sales,Sales,28,3,Medical,MED,4,Female,1,53,4,4,Sales Executive,4,Married,13320,3,Y,Yes,18,3,3,1,23,2,3,12,11,11,11
50,0,No,Non-Travel,145,Sales,Sales,1,3,Life Sciences,LS,4,Female,1,95,3,2,Sales Executive,3,Married,6347,0,Y,No,12,3,1,1,19,3,3,18,7,0,13
36,1,Yes,Travel_Rarely,885,Research & Development,R&D,16,4,Life Sciences,LS,3,Female,1,43,4,1,Laboratory Technician,1,Single,2743,1,Y,No,16,3,3,0,18,1,3,17,13,15,14
39,0,No,Travel_Frequently,945,Research & Development,R&D,22,3,Medical,MED,4,Female,1,82,3,3,Manufacturing Director,1,Single,10880,1,Y,Yes,13,3,3,0,21,2,3,21,6,2,8
33,0,No,Non-Travel,1038,Sales,Sales,8,1,Life Sciences,LS,2,Female,1,88,2,1,Sales Representative,4,Single,2342,0,Y,No,19,3,4,0,3,2,2,2,2,2,2
45,0,No,Travel_Rarely,1234,Sales,Sales,11,2,Life Sciences,LS,4,Female,1,90,3,4,Manager,4,Married,17650,3,Y,No,13,3,2,1,26,4,4,9,3,1,1
32,0,No,Non-Travel,1109,Research & Development,R&D,29,4,Medical,MED,4,Female,1,69,3,1,Laboratory Technician,3,Single,4025,9,Y,No,12,3,2,0,10,2,3,8,7,7,7
34,0,No,Travel_Rarely,216,Sales,Sales,1,4,Marketing,O,2,Male,0,75,4,2,Sales Executive,4,Divorced,9725,0,Y,No,11,3,4,1,16,2,2,15,1,0,9
59,0,No,Travel_Rarely,1089,Sales,Sales,1,2,Technical Degree,O,2,Male,0,66,3,3,Manager,4,Married,11904,3,Y,Yes,14,3,3,1,14,1,1,6,4,0,4
45,0,No,Travel_Rarely,788,Human Resources,HR,24,4,Medical,MED,2,Male,0,36,3,1,Human Resources,2,Single,2177,1,Y,No,16,3,1,0,6,3,3,6,3,0,4
53,0,No,Travel_Frequently,124,Sales,Sales,2,3,Marketing,O,3,Female,1,38,2,3,Sales Executive,2,Married,7525,2,Y,No,12,3,1,1,30,2,3,15,7,6,12
36,1,Yes,Travel_Rarely,660,Research & Development,R&D,15,3,Other,O,1,Male,0,81,3,2,Laboratory Technician,3,Divorced,4834,7,Y,No,14,3,2,1,9,3,2,1,0,0,0
26,1,Yes,Travel_Frequently,342,Research & Development,R&D,2,3,Life Sciences,LS,1,Male,0,57,3,1,Research Scientist,1,Married,2042,6,Y,Yes,14,3,2,1,6,2,3,3,2,1,2
34,0,No,Travel_Rarely,1333,Sales,Sales,10,4,Life Sciences,LS,3,Female,1,87,3,1,Sales Representative,3,Married,2220,1,Y,Yes,19,3,4,1,1,2,3,1,1,0,0
28,0,No,Travel_Rarely,1144,Sales,Sales,10,1,Medical,MED,4,Male,0,74,3,1,Sales Representative,2,Married,1052,1,Y,No,22,4,2,0,1,5,3,1,0,0,0
38,0,No,Travel_Frequently,1186,Research & Development,R&D,3,4,Other,O,3,Male,0,44,3,1,Research Scientist,3,Married,2821,3,Y,No,16,3,1,1,8,2,3,2,2,2,2
50,0,No,Travel_Rarely,1464,Research & Development,R&D,2,4,Medical,MED,2,Male,0,62,3,5,Research Director,3,Married,19237,2,Y,Yes,11,3,4,1,29,2,2,8,1,7,7
37,0,No,Travel_Rarely,124,Research & Development,R&D,3,3,Other,O,4,Female,1,35,3,2,Healthcare Representative,2,Single,4107,3,Y,No,15,3,1,0,8,3,2,4,3,0,1
40,0,No,Travel_Rarely,300,Sales,Sales,26,3,Marketing,O,3,Male,0,74,3,2,Sales Executive,1,Married,8396,1,Y,No,14,3,2,1,8,3,2,7,7,7,5
26,0,No,Travel_Frequently,921,Research & Development,R&D,1,1,Medical,MED,1,Female,1,66,2,1,Research Scientist,3,Divorced,2007,1,Y,No,13,3,3,2,5,5,3,5,3,1,3
46,0,No,Travel_Rarely,430,Research & Development,R&D,1,4,Medical,MED,4,Male,0,40,3,5,Research Director,4,Divorced,19627,9,Y,No,17,3,4,2,23,0,3,2,2,2,2
54,0,No,Travel_Rarely,1082,Sales,Sales,2,4,Life Sciences,LS,3,Female,1,41,2,3,Sales Executive,3,Married,10686,6,Y,No,11,3,2,1,13,4,3,9,4,7,0
56,0,No,Travel_Frequently,1240,Research & Development,R&D,9,3,Medical,MED,1,Female,1,63,3,1,Research Scientist,3,Married,2942,2,Y,No,19,3,2,1,18,4,3,5,4,0,3
36,0,No,Travel_Rarely,796,Research & Development,R&D,12,5,Medical,MED,4,Female,1,51,2,3,Manufacturing Director,4,Single,8858,0,Y,No,11,3,2,0,15,2,2,14,8,7,8
55,0,No,Non-Travel,444,Research & Development,R&D,2,1,Medical,MED,3,Male,0,40,2,4,Manager,1,Single,16756,7,Y,No,15,3,2,0,31,3,4,9,7,6,2
43,0,No,Travel_Rarely,415,Sales,Sales,25,3,Medical,MED,3,Male,0,79,2,3,Sales Executive,4,Divorced,10798,5,Y,No,13,3,3,1,18,5,3,1,0,0,0
20,1,Yes,Travel_Frequently,769,Sales,Sales,9,3,Marketing,O,4,Female,1,54,3,1,Sales Representative,4,Single,2323,1,Y,Yes,14,3,2,0,2,3,3,2,2,0,2
21,1,Yes,Travel_Rarely,1334,Research & Development,R&D,10,3,Life Sciences,LS,3,Female,1,36,2,1,Laboratory Technician,1,Single,1416,1,Y,No,13,3,1,0,1,6,2,1,0,1,0
46,0,No,Travel_Rarely,1003,Research & Development,R&D,8,4,Life Sciences,LS,4,Female,1,74,2,2,Research Scientist,1,Divorced,4615,8,Y,Yes,23,4,1,3,19,2,3,16,13,1,7
51,1,Yes,Travel_Rarely,1323,Research & Development,R&D,4,4,Life Sciences,LS,1,Male,0,34,3,1,Research Scientist,3,Married,2461,9,Y,Yes,12,3,3,3,18,2,4,10,0,2,7
28,1,Yes,Non-Travel,1366,Research & Development,R&D,24,2,Technical Degree,O,2,Male,0,72,2,3,Healthcare Representative,1,Single,8722,1,Y,No,12,3,1,0,10,2,2,10,7,1,9
26,0,No,Travel_Rarely,192,Research & Development,R&D,1,2,Medical,MED,1,Male,0,59,2,1,Laboratory Technician,1,Married,3955,1,Y,No,16,3,1,2,6,2,3,5,3,1,3
30,0,No,Travel_Rarely,1176,Research & Development,R&D,20,3,Other,O,3,Male,0,85,3,2,Manufacturing Director,1,Married,9957,0,Y,No,15,3,3,1,7,1,2,6,2,0,2
41,0,No,Travel_Rarely,509,Research & Development,R&D,7,2,Technical Degree,O,2,Female,1,43,4,1,Research Scientist,3,Married,3376,1,Y,No,13,3,3,0,10,3,3,10,6,0,8
38,0,No,Travel_Rarely,330,Research & Development,R&D,17,1,Life Sciences,LS,3,Female,1,65,2,3,Healthcare Representative,3,Married,8823,0,Y,No,18,3,1,1,20,4,2,19,9,1,9
40,0,No,Travel_Rarely,1492,Research & Development,R&D,20,4,Technical Degree,O,1,Male,0,61,3,3,Healthcare Representative,4,Married,10322,4,Y,No,20,4,4,1,14,6,3,11,10,11,1
27,0,No,Non-Travel,1277,Research & Development,R&D,8,5,Life Sciences,LS,1,Male,0,87,1,1,Laboratory Technician,3,Married,4621,1,Y,No,19,3,4,3,3,4,3,3,2,1,2
55,0,No,Travel_Frequently,1091,Research & Development,R&D,2,1,Life Sciences,LS,4,Male,0,65,3,3,Manufacturing Director,2,Married,10976,3,Y,No,18,3,2,1,23,4,3,3,2,1,2
28,0,No,Travel_Rarely,857,Research & Development,R&D,10,3,Other,O,3,Female,1,59,3,2,Research Scientist,3,Single,3660,3,Y,No,13,3,4,0,10,4,4,8,7,1,7
44,1,Yes,Travel_Rarely,1376,Human Resources,HR,1,2,Medical,MED,2,Male,0,91,2,3,Human Resources,1,Married,10482,9,Y,No,14,3,4,1,24,1,3,20,6,3,6
33,0,No,Travel_Rarely,654,Research & Development,R&D,5,3,Life Sciences,LS,4,Male,0,34,2,3,Healthcare Representative,4,Divorced,7119,4,Y,No,15,3,3,1,9,2,3,3,2,1,2
35,1,Yes,Travel_Rarely,1204,Sales,Sales,4,3,Technical Degree,O,4,Male,0,86,3,3,Sales Executive,1,Single,9582,0,Y,Yes,22,4,1,0,9,2,3,8,7,4,7
33,1,Yes,Travel_Frequently,827,Research & Development,R&D,29,4,Medical,MED,1,Female,1,54,2,2,Research Scientist,3,Single,4508,1,Y,No,22,4,2,0,14,4,3,13,7,3,8
28,0,No,Travel_Rarely,895,Research & Development,R&D,15,2,Life Sciences,LS,1,Male,0,50,3,1,Laboratory Technician,3,Divorced,2207,1,Y,No,16,3,4,1,4,5,2,4,2,2,2
34,0,No,Travel_Frequently,618,Research & Development,R&D,3,1,Life Sciences,LS,1,Male,0,45,3,2,Healthcare Representative,4,Single,7756,0,Y,No,17,3,3,0,7,1,2,6,2,0,4
37,0,No,Travel_Rarely,309,Sales,Sales,10,4,Life Sciences,LS,4,Female,1,88,2,2,Sales Executive,4,Divorced,6694,2,Y,Yes,14,3,3,3,8,5,3,1,0,0,0
25,1,Yes,Travel_Rarely,1219,Research & Development,R&D,4,1,Technical Degree,O,4,Male,0,32,3,1,Laboratory Technician,4,Married,3691,1,Y,Yes,15,3,2,1,7,3,4,7,7,5,6
26,1,Yes,Travel_Rarely,1330,Research & Development,R&D,21,3,Medical,MED,1,Male,0,37,3,1,Laboratory Technician,3,Divorced,2377,1,Y,No,20,4,3,1,1,0,2,1,1,0,0
33,1,Yes,Travel_Rarely,1017,Research & Development,R&D,25,3,Medical,MED,1,Male,0,55,2,1,Research Scientist,2,Single,2313,4,Y,Yes,20,4,2,0,5,0,3,2,2,2,2
42,0,No,Travel_Rarely,469,Research & Development,R&D,2,2,Medical,MED,4,Male,0,35,3,4,Manager,1,Married,17665,0,Y,No,17,3,4,1,23,3,3,22,6,13,7
28,1,Yes,Travel_Frequently,1009,Research & Development,R&D,1,3,Medical,MED,1,Male,0,45,2,1,Laboratory Technician,2,Divorced,2596,1,Y,No,15,3,1,2,1,2,3,1,0,0,0
50,1,Yes,Travel_Frequently,959,Sales,Sales,1,4,Other,O,4,Male,0,81,3,2,Sales Executive,3,Single,4728,3,Y,Yes,14,3,4,0,5,4,3,0,0,0,0
33,0,No,Travel_Frequently,970,Sales,Sales,7,3,Life Sciences,LS,4,Female,1,30,3,2,Sales Executive,2,Married,4302,0,Y,No,17,3,3,1,4,3,3,3,2,0,2
34,0,No,Non-Travel,697,Research & Development,R&D,3,4,Life Sciences,LS,3,Male,0,40,2,1,Research Scientist,4,Married,2979,3,Y,No,17,3,4,3,6,2,3,0,0,0,0
48,0,No,Non-Travel,1262,Research & Development,R&D,1,4,Medical,MED,1,Male,0,35,4,4,Manager,4,Single,16885,2,Y,No,22,4,3,0,27,3,2,5,4,2,1
45,0,No,Non-Travel,1050,Sales,Sales,9,4,Life Sciences,LS,2,Female,1,65,2,2,Sales Executive,3,Married,5593,1,Y,No,13,3,4,1,15,2,3,15,10,4,12
52,0,No,Travel_Rarely,994,Research & Development,R&D,7,4,Life Sciences,LS,2,Male,0,87,3,3,Healthcare Representative,2,Single,10445,7,Y,No,19,3,4,0,18,4,3,8,6,4,0
38,0,No,Travel_Rarely,770,Sales,Sales,10,4,Marketing,O,3,Male,0,73,2,3,Sales Executive,3,Divorced,8740,0,Y,Yes,14,3,2,2,9,2,3,8,7,2,7
29,0,No,Travel_Rarely,1107,Research & Development,R&D,28,4,Life Sciences,LS,3,Female,1,93,3,1,Research Scientist,4,Divorced,2514,4,Y,No,22,4,1,1,11,1,3,7,5,1,7
28,0,No,Travel_Rarely,950,Research & Development,R&D,3,3,Medical,MED,4,Female,1,93,3,3,Manufacturing Director,2,Divorced,7655,0,Y,No,17,3,2,3,10,3,2,9,7,1,7
46,0,No,Travel_Rarely,406,Sales,Sales,3,1,Marketing,O,1,Male,0,52,3,4,Manager,3,Married,17465,3,Y,No,12,3,4,1,23,3,3,12,9,4,9
38,0,No,Travel_Rarely,130,Sales,Sales,2,2,Marketing,O,4,Male,0,32,3,3,Sales Executive,2,Single,7351,7,Y,No,16,3,3,0,10,2,3,1,0,0,0
43,0,No,Travel_Frequently,1082,Research & Development,R&D,27,3,Life Sciences,LS,3,Female,1,83,3,3,Manufacturing Director,1,Married,10820,8,Y,No,11,3,3,1,18,1,3,8,7,0,1
39,1,Yes,Travel_Frequently,203,Research & Development,R&D,2,3,Life Sciences,LS,1,Male,0,84,3,4,Healthcare Representative,4,Divorced,12169,7,Y,No,11,3,4,3,21,4,3,18,7,11,5
40,0,No,Travel_Rarely,1308,Research & Development,R&D,14,3,Medical,MED,3,Male,0,44,2,5,Research Director,3,Single,19626,1,Y,No,14,3,1,0,21,2,4,20,7,4,9
21,0,No,Travel_Rarely,984,Research & Development,R&D,1,1,Technical Degree,O,4,Female,1,70,2,1,Research Scientist,2,Single,2070,1,Y,Yes,11,3,3,0,2,6,4,2,2,2,2
39,0,No,Non-Travel,439,Research & Development,R&D,9,3,Life Sciences,LS,3,Male,0,70,3,2,Laboratory Technician,2,Single,6782,9,Y,No,15,3,3,0,9,2,2,5,4,0,3
36,0,No,Non-Travel,217,Research & Development,R&D,18,4,Life Sciences,LS,1,Male,0,78,3,2,Manufacturing Director,4,Single,7779,2,Y,No,20,4,1,0,18,0,3,11,9,0,9
31,0,No,Travel_Frequently,793,Sales,Sales,20,3,Life Sciences,LS,3,Male,0,67,4,1,Sales Representative,4,Married,2791,0,Y,No,12,3,1,1,3,4,3,2,2,2,2
28,0,No,Travel_Rarely,1451,Research & Development,R&D,2,1,Life Sciences,LS,1,Male,0,67,2,1,Research Scientist,2,Married,3201,0,Y,No,17,3,1,0,6,2,1,5,3,0,4
35,0,No,Travel_Frequently,1182,Sales,Sales,11,2,Marketing,O,4,Male,0,54,3,2,Sales Executive,4,Divorced,4968,1,Y,No,11,3,4,1,5,3,3,5,2,0,2
49,0,No,Travel_Rarely,174,Sales,Sales,8,4,Technical Degree,O,4,Male,0,56,2,4,Sales Executive,2,Married,13120,6,Y,No,17,3,2,1,22,3,3,9,8,2,3
34,0,No,Travel_Frequently,1003,Research & Development,R&D,2,2,Life Sciences,LS,4,Male,0,95,3,2,Manufacturing Director,3,Single,4033,2,Y,No,11,3,4,0,5,3,2,3,2,0,2
29,0,No,Travel_Frequently,490,Research & Development,R&D,10,3,Life Sciences,LS,4,Female,1,61,3,1,Research Scientist,2,Divorced,3291,0,Y,No,14,3,4,2,8,2,2,7,5,1,1
42,0,No,Travel_Rarely,188,Research & Development,R&D,29,3,Medical,MED,2,Male,0,56,1,2,Laboratory Technician,4,Single,4272,4,Y,No,19,3,1,0,16,3,3,1,0,0,0
29,0,No,Travel_Rarely,718,Research & Development,R&D,8,1,Medical,MED,2,Male,0,79,2,2,Manufacturing Director,4,Married,5056,1,Y,Yes,15,3,3,1,10,2,2,10,7,1,2
38,0,No,Travel_Rarely,433,Human Resources,HR,1,3,Human Resources,O,3,Male,0,37,4,1,Human Resources,3,Married,2844,1,Y,No,13,3,4,1,7,2,4,7,6,5,0
28,0,No,Travel_Frequently,773,Research & Development,R&D,6,3,Life Sciences,LS,3,Male,0,39,2,1,Research Scientist,3,Divorced,2703,1,Y,Yes,14,3,4,1,3,2,3,3,1,0,2
18,1,Yes,Non-Travel,247,Research & Development,R&D,8,1,Medical,MED,3,Male,0,80,3,1,Laboratory Technician,3,Single,1904,1,Y,No,12,3,4,0,0,0,3,0,0,0,0
33,1,Yes,Travel_Rarely,603,Sales,Sales,9,4,Marketing,O,1,Female,1,77,3,2,Sales Executive,1,Single,8224,0,Y,Yes,17,3,1,0,6,3,3,5,2,0,3
41,0,No,Travel_Rarely,167,Research & Development,R&D,12,4,Life Sciences,LS,2,Male,0,46,3,1,Laboratory Technician,4,Married,4766,3,Y,Yes,11,3,1,1,6,4,3,1,0,0,0
